Date,Description,Amount,Transaction Type,Category,Account Name
2018-11-11,Grocery Store,28.13,debit,Groceries,Platinum Card
2019-03-09,Spotify,2.75,debit,Groceries,Platinum Card
2018-06-08,Credit Card Payment,62.42,credit,Credit Card Payment,Platinum Card
2019-02-27,Internet Service Provider,75.0,debit,Auto Insurance,Checking
2019-02-20,State Farm,75.0,debit,Auto Insurance,Checking
2019-01-11,Credit Card Payment,559.99,credit,Credit Card Payment,Platinum Card
2018-03-05,Amazon,47.97,debit,Shopping,Platinum Card
2019-07-30,Biweekly Paycheck,2010.0,credit,Paycheck,Checking
2018-09-04,Netflix,11.86,debit,Movies & DVDs,Platinum Card
2018-10-14,Grocery Store,36.04,debit,Groceries,Platinum Card
2018-02-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-02-13,Credit Card Payment,252.57,debit,Credit Card Payment,Checking
2019-03-01,Amazon,13.13,debit,Shopping,Platinum Card
2019-09-21,Shell,27.55,debit,Gas & Fuel,Platinum Card
2018-08-29,_RARE_,42.0,debit,Haircut,Platinum Card
2019-08-20,State Farm,75.0,debit,Auto Insurance,Checking
2018-05-12,Credit Card Payment,791.79,credit,Credit Card Payment,Platinum Card
2018-09-22,Amazon,4.94,debit,Shopping,Platinum Card
2018-04-26,American Tavern,23.51,debit,Restaurants,Silver Card
2018-12-13,City Water Charges,35.0,debit,Utilities,Checking
2018-04-24,Barbershop,38.0,debit,Haircut,Silver Card
2018-06-22,Credit Card Payment,687.98,credit,Credit Card Payment,Platinum Card
2018-07-09,Spotify,10.69,debit,Music,Platinum Card
2018-09-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-01-08,Grocery Store,53.11,debit,Groceries,Silver Card
2018-08-26,Internet Service Provider,75.0,debit,Internet,Checking
2019-02-09,Credit Card Payment,453.23,debit,Credit Card Payment,Checking
2019-08-15,City Water Charges,65.0,debit,Utilities,Checking
2018-07-20,Grocery Store,13.99,debit,Groceries,Silver Card
2019-03-13,Mortgage Payment,1250.0,debit,Mortgage & Rent,Checking
2018-10-18,Hardware Store,104.0,debit,Home Improvement,Platinum Card
2019-04-09,Phone Company,20.0,debit,Mobile Phone,Checking
2019-04-16,City Water Charges,35.0,debit,Utilities,Checking
2019-01-11,Grocery Store,58.64,debit,Groceries,Silver Card
2018-11-12,Phone Company,47.46,debit,Mobile Phone,Checking
2018-05-14,Grocery Store,41.51,debit,Groceries,Silver Card
2019-07-29,_RARE_,16.76,debit,Groceries,Silver Card
2019-06-12,Barbershop,2.75,debit,Haircut,Platinum Card
2019-03-17,Brunch Restaurant,15.6,debit,Alcohol & Bars,Silver Card
2018-04-15,Brewing Company,9.3,debit,Alcohol & Bars,Platinum Card
2018-10-16,Starbucks,7.0,debit,Coffee Shops,Platinum Card
2019-01-01,Amazon,13.09,debit,Shopping,Platinum Card
2018-09-10,Phone Company,84.46,debit,Mobile Phone,Checking
2019-02-22,Credit Card Payment,154.07,debit,Credit Card Payment,Checking
2019-06-26,Credit Card Payment,461.81,credit,Credit Card Payment,Silver Card
2019-01-23,Hardware Store,38.26,debit,Home Improvement,Platinum Card
2018-09-28,Grocery Store,41.56,debit,Groceries,Platinum Card
2018-06-04,Mortgage Payment,1259.96,debit,Mortgage & Rent,Checking
2018-02-09,Phone Company,235.0,debit,Mobile Phone,Checking
2018-05-13,Grocery Store,20.79,debit,Groceries,Silver Card
2019-09-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-06-01,Amazon,13.14,debit,Shopping,Platinum Card
2019-04-06,BP,30.01,debit,Gas & Fuel,Silver Card
2018-01-18,State Farm,75.0,debit,Auto Insurance,Checking
2019-07-14,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-06-12,Credit Card Payment,292.92,credit,Credit Card Payment,Platinum Card
2019-07-19,Credit Card Payment,264.08,debit,Credit Card Payment,Silver Card
2018-05-02,Mortgage Payment,1107.18,debit,Mortgage & Rent,Checking
2019-02-01,Amazon,10.49,debit,Shopping,Platinum Card
2019-08-23,Credit Card Payment,529.33,debit,Credit Card Payment,Checking
2018-05-04,Shell,11.75,debit,Gas & Fuel,Platinum Card
2018-03-04,Netflix,9.7,debit,Movies & DVDs,Platinum Card
2019-02-12,Phone Company,35.0,debit,Mobile Phone,Checking
2018-02-10,Spotify,10.0,debit,Music,Platinum Card
2019-04-13,Greek Restaurant,44.83,debit,Restaurants,Silver Card
2018-01-08,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-05-28,Mortgage Payment,1100.64,debit,Mortgage & Rent,Checking
2018-08-10,Hardware Store,94.43,debit,Restaurants,Platinum Card
2018-04-25,Internet Service Provider,11.59,debit,Movies & DVDs,Platinum Card
2019-07-01,Grocery Store,89.25,debit,Groceries,Platinum Card
2018-04-14,Grocery Store,95.34,debit,Groceries,Platinum Card
2018-10-11,Grocery Store,43.18,debit,Groceries,Platinum Card
2019-01-16,Grocery Store,2.75,debit,Groceries,Silver Card
2019-07-02,Mortgage Payment,1149.94,debit,Mortgage & Rent,Checking
2019-08-28,Grocery Store,28.74,debit,Groceries,Platinum Card
2019-06-01,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card
2018-07-01,Amazon,13.13,debit,Shopping,Platinum Card
2018-09-05,_RARE_,13.27,debit,Restaurants,Platinum Card
2018-01-26,Internet Service Provider,70.0,debit,Internet,Checking
2018-06-10,_RARE_,29.41,debit,Restaurants,Platinum Card
2018-03-08,Starbucks,7.0,debit,Coffee Shops,Platinum Card
2019-08-30,Credit Card Payment,601.18,credit,Credit Card Payment,Platinum Card
2018-12-26,_RARE_,38.92,debit,Restaurants,Platinum Card
2018-06-23,Grocery Store,2.75,debit,Groceries,Silver Card
2019-06-18,Credit Card Payment,106.41,debit,Credit Card Payment,Checking
2019-06-19,Phone Company,200.0,debit,Mobile Phone,Checking
2018-04-01,Amazon,13.99,debit,Shopping,Platinum Card
2019-07-20,Amazon,42.76,debit,Shopping,Platinum Card
2018-09-07,Brewing Company,11.64,debit,Alcohol & Bars,Platinum Card
2018-11-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
2018-12-24,Credit Card Payment,353.98,debit,Credit Card Payment,Checking
2019-06-20,BP,36.94,debit,Gas & Fuel,Platinum Card
2018-10-03,Credit Card Payment,352.49,credit,Credit Card Payment,Silver Card
2019-01-12,BP,35.55,debit,Gas & Fuel,Silver Card
2019-02-25,Mortgage Payment,42.75,debit,Mortgage & Rent,Checking
2019-04-22,Shell,39.96,debit,Gas & Fuel,Platinum Card
2018-03-19,Grocery Store,15.69,debit,Groceries,Platinum Card
2019-09-22,American Tavern,26.41,debit,Restaurants,Silver Card
2019-09-13,Gas Company,30.0,debit,Utilities,Checking
2018-04-18,Power Company,60.0,debit,Utilities,Checking
2019-02-22,Credit Card Payment,116.28,debit,Credit Card Payment,Checking
2018-09-19,Gas Company,37.0,debit,Utilities,Checking
2018-02-28,Starbucks,2.75,debit,Coffee Shops,Silver Card
2019-04-15,Power Company,60.0,debit,Utilities,Checking
2019-05-08,Credit Card Payment,1103.3,debit,Credit Card Payment,Checking
2018-01-17,Amazon,13.49,debit,Shopping,Platinum Card
2018-03-25,Internet Service Provider,64.99,debit,Internet,Checking
2019-08-05,Credit Card Payment,309.53,debit,Credit Card Payment,Checking
2019-03-17,Credit Card Payment,463.24,credit,Credit Card Payment,Platinum Card
2019-08-12,Phone Company,65.0,debit,Mobile Phone,Checking
2018-04-26,Internet Service Provider,74.99,debit,Internet,Checking
2018-05-29,Grocery Store,24.73,debit,Groceries,Platinum Card
2018-09-03,_RARE_,26.1,debit,Restaurants,Platinum Card
2018-06-01,_RARE_,49.11,debit,Restaurants,Platinum Card
2018-01-18,City Water Charges,10.0,debit,Utilities,Checking
2019-01-01,Credit Card Payment,642.16,debit,Credit Card Payment,Checking
2019-07-03,Mortgage Payment,1257.48,debit,Mortgage & Rent,Checking
2018-11-01,Credit Card Payment,246.18,debit,Credit Card Payment,Checking
2018-11-12,Gas Company,30.0,debit,Utilities,Checking
2019-09-23,Credit Card Payment,264.43,debit,Credit Card Payment,Checking
2018-01-19,State Farm,74.99,debit,Auto Insurance,Checking
2018-04-04,Netflix,41.76,debit,Auto Insurance,Checking
2018-05-17,QuikTrip,35.46,debit,Gas & Fuel,Platinum Card
2018-07-18,Credit Card Payment,1120.49,credit,Credit Card Payment,Silver Card
2019-09-09,Gas Company,80.09,debit,Utilities,Checking
2018-12-20,Mortgage Payment,1209.0,debit,Mortgage & Rent,Checking
2018-05-04,Biweekly Paycheck,2200.0,credit,Paycheck,Checking
2018-05-11,Biweekly Paycheck,2000.5,credit,Paycheck,Checking
2018-12-04,Credit Card Payment,1249.98,debit,Credit Card Payment,Checking
2019-02-02,Credit Card Payment,280.58,credit,Credit Card Payment,Platinum Card
2018-06-13,Grocery Store,53.38,debit,Groceries,Platinum Card
2019-02-09,Credit Card Payment,299.95,debit,Credit Card Payment,Checking
2019-08-31,BP,34.27,debit,Gas & Fuel,Platinum Card
2018-10-02,Mortgage Payment,1107.44,debit,Mortgage & Rent,Checking
2018-12-02,Mortgage Payment,1200.0,debit,Mortgage & Rent,Checking
2019-09-23,Grocery Store,52.54,debit,Groceries,Platinum Card
2018-06-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-18,Credit Card Payment,520.64,debit,Credit Card Payment,Checking
2019-07-19,Grocery Store,29.37,debit,Groceries,Platinum Card
2019-04-24,Grocery Store,45.64,debit,Groceries,Silver Card
2018-06-15,Phone Company,69.48,debit,Mobile Phone,Checking
2019-02-23,Credit Card Payment,953.8,credit,Credit Card Payment,Platinum Card
2018-01-25,Credit Card Payment,769.76,credit,Credit Card Payment,Silver Card
2018-11-10,_RARE_,24.55,debit,Restaurants,Silver Card
2018-04-03,Thai Restaurant,24.0,debit,Restaurants,Silver Card
2019-09-08,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-09-06,American Tavern,2.75,debit,Restaurants,Platinum Card
2019-01-06,Grocery Store,23.0,debit,Groceries,Platinum Card
2018-11-01,Amazon,13.04,debit,Shopping,Platinum Card
2018-02-07,Barbershop,36.0,debit,Haircut,Platinum Card
2018-12-24,Amazon,54.9,debit,Shopping,Platinum Card
2018-09-28,Grocery Store,4.31,debit,Groceries,Silver Card
2019-05-05,_RARE_,23.56,debit,Fast Food,Platinum Card
2019-07-15,American Tavern,48.1,debit,Restaurants,Silver Card
2018-11-13,Credit Card Payment,302.5,credit,Credit Card Payment,Silver Card
2018-11-16,City Water Charges,35.0,debit,Utilities,Checking
2018-02-11,_RARE_,21.7,debit,Fast Food,Platinum Card
2019-09-20,Credit Card Payment,450.29,debit,Credit Card Payment,Checking
2019-06-09,Gas Company,30.0,debit,Utilities,Checking
2019-08-14,Credit Card Payment,106.95,debit,Credit Card Payment,Checking
2018-02-26,Starbucks,3.75,debit,Coffee Shops,Platinum Card
2018-05-03,Pizza Place,39.18,debit,Gas & Fuel,Silver Card
2019-09-20,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-02-25,Internet Service Provider,77.79,debit,Internet,Checking
2018-07-20,Amazon,46.09,debit,Shopping,Platinum Card
2018-08-12,Phone Company,37.0,debit,Mobile Phone,Checking
2019-08-01,Starbucks,3.0,debit,Coffee Shops,Silver Card
2019-03-19,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-07-05,Credit Card Payment,262.77,credit,Credit Card Payment,Platinum Card
2018-08-25,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-02-15,City Water Charges,35.0,debit,Utilities,Checking
2019-01-29,Mortgage Payment,1250.0,debit,Mortgage & Rent,Checking
2018-07-01,Grocery Store,20.59,debit,Groceries,Silver Card
2018-07-12,Power Company,60.0,debit,Utilities,Checking
2019-05-13,Barbershop,38.0,debit,Haircut,Platinum Card
2018-04-21,Amazon,76.44,debit,Shopping,Platinum Card
2018-04-02,Amazon,227.91,debit,Shopping,Platinum Card
2018-05-03,_RARE_,27.22,debit,Restaurants,Platinum Card
2018-11-09,Spotify,10.69,debit,Music,Platinum Card
2019-03-22,Credit Card Payment,468.47,credit,Credit Card Payment,Silver Card
2018-08-16,American Tavern,8.29,debit,Restaurants,Silver Card
2019-08-13,Credit Card Payment,497.92,credit,Credit Card Payment,Silver Card
2019-05-20,Amazon,44.42,debit,Shopping,Platinum Card
2019-03-11,Starbucks,2.95,debit,Coffee Shops,Platinum Card
2019-07-16,City Water Charges,35.0,debit,Utilities,Checking
2018-12-16,City Water Charges,39.0,debit,Utilities,Checking
2018-09-13,Credit Card Payment,551.88,credit,Credit Card Payment,Platinum Card
2019-06-08,Hardware Store,25.0,debit,Home Improvement,Platinum Card
2019-09-20,Amazon,10.67,debit,Shopping,Platinum Card
2019-07-06,BP,134.38,debit,Gas & Fuel,Platinum Card
2019-08-15,Grocery Store,8.67,debit,Groceries,Platinum Card
2018-09-27,BP,30.0,debit,Gas & Fuel,Silver Card
2018-11-29,Grocery Store,7.31,debit,Groceries,Platinum Card
2018-08-26,Internet Service Provider,74.99,debit,Internet,Checking
2019-09-17,Barbershop,635.0,debit,Utilities,Checking
2018-11-18,Grocery Store,11.65,debit,Groceries,Platinum Card
2018-06-05,Amazon,243.18,debit,Shopping,Platinum Card
2018-11-20,_RARE_,34.53,debit,Gas & Fuel,Silver Card
2018-04-26,Amazon,56.33,debit,Shopping,Platinum Card
2018-10-23,Grocery Store,14.36,debit,Groceries,Platinum Card
2018-09-02,Credit Card Payment,197.11,credit,Credit Card Payment,Platinum Card
2018-03-11,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2018-12-04,Netflix,11.0,debit,Movies & DVDs,Platinum Card
2018-10-26,American Tavern,29.45,debit,Restaurants,Silver Card
2018-10-25,Credit Card Payment,404.07,credit,Credit Card Payment,Platinum Card
2018-05-06,Grocery Store,7.88,debit,Groceries,Silver Card
2018-02-16,Credit Card Payment,186.53,credit,Credit Card Payment,Silver Card
2018-06-24,_RARE_,16.43,debit,Groceries,Silver Card
2018-08-21,City Water Charges,32.0,debit,Utilities,Checking
2018-05-09,Phone Company,16.11,debit,Mobile Phone,Checking
2019-07-16,Power Company,60.0,debit,Haircut,Platinum Card
2018-04-27,Hardware Store,2.75,debit,Home Improvement,Silver Card
2018-07-26,Hardware Store,25.4,debit,Home Improvement,Platinum Card
2019-09-03,Grocery Store,8.51,debit,Groceries,Platinum Card
2018-02-16,Pizza Place,22.4,debit,Fast Food,Platinum Card
2019-09-09,Credit Card Payment,405.28,credit,Credit Card Payment,Silver Card
2018-01-05,Amazon,43.92,debit,Shopping,Platinum Card
2019-09-10,Credit Card Payment,300.75,credit,Credit Card Payment,Platinum Card
2018-04-02,Credit Card Payment,557.77,debit,Credit Card Payment,Checking
2018-02-01,Credit Card Payment,631.18,debit,Credit Card Payment,Checking
2018-08-09,Spotify,10.69,debit,Music,Platinum Card
2019-03-26,Starbucks,3.0,debit,Coffee Shops,Silver Card
2019-01-15,State Farm,75.0,debit,Auto Insurance,Checking
2019-08-11,Starbucks,7.8,debit,Coffee Shops,Platinum Card
2019-05-19,Credit Card Payment,759.37,credit,Credit Card Payment,Platinum Card
2019-09-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-09-05,American Tavern,21.52,debit,Groceries,Silver Card
2018-04-02,Mortgage Payment,1227.48,debit,Mortgage & Rent,Checking
2018-06-24,Hardware Store,25.61,debit,Home Improvement,Silver Card
2019-08-15,State Farm,75.0,debit,Auto Insurance,Checking
2018-09-07,Gas Company,30.0,debit,Utilities,Checking
2018-02-02,Mortgage Payment,1243.44,debit,Mortgage & Rent,Checking
2018-03-13,_RARE_,59.61,debit,Groceries,Platinum Card
2019-08-16,Credit Card Payment,26.57,credit,Credit Card Payment,Silver Card
2018-09-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-11-04,BP,33.76,debit,Gas & Fuel,Platinum Card
2019-01-06,BP,35.17,debit,Gas & Fuel,Platinum Card
2019-03-08,Hardware Store,9.43,debit,Home Improvement,Platinum Card
2018-12-23,Grocery Store,23.49,debit,Groceries,Platinum Card
2019-04-23,Credit Card Payment,348.08,debit,Credit Card Payment,Checking
2019-05-08,Credit Card Payment,400.68,debit,Credit Card Payment,Checking
2019-07-16,Phone Company,60.0,debit,Mobile Phone,Checking
2019-04-19,Brewing Company,45.61,debit,Alcohol & Bars,Silver Card
2018-10-01,Amazon,13.22,debit,Shopping,Platinum Card
2018-08-11,Phone Company,60.0,debit,Mobile Phone,Checking
2019-01-29,Grocery Store,19.67,debit,Groceries,Silver Card
2019-04-13,Brewing Company,12.0,debit,Movies & DVDs,Silver Card
2018-05-01,Amazon,13.3,debit,Shopping,Platinum Card
2018-12-16,Power Company,75.0,debit,Utilities,Checking
2019-02-01,Amazon,49.99,debit,Shopping,Platinum Card
2019-04-16,City Water Charges,35.0,debit,Utilities,Checking
2019-07-03,QuikTrip,38.54,debit,Gas & Fuel,Platinum Card
2019-07-09,Spotify,10.69,debit,Music,Platinum Card
2018-11-25,BP,264.96,debit,Gas & Fuel,Platinum Card
2018-10-20,Shell,32.91,debit,Gas & Fuel,Platinum Card
2019-04-16,City Water Charges,35.0,debit,Utilities,Checking
2018-10-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-07-06,Credit Card Payment,215.84,debit,Credit Card Payment,Checking
2019-07-03,Movie Theater,8.2,debit,Movies & DVDs,Platinum Card
2019-04-06,_RARE_,25.62,debit,Restaurants,Silver Card
2018-04-26,Internet Service Provider,75.0,debit,Internet,Checking
2018-07-17,Credit Card Payment,289.43,credit,Credit Card Payment,Silver Card
2019-09-16,Credit Card Payment,16.75,credit,Credit Card Payment,Platinum Card
2019-08-22,Credit Card Payment,976.96,credit,Credit Card Payment,Silver Card
2019-04-08,Credit Card Payment,337.85,debit,Credit Card Payment,Platinum Card
2019-03-16,Credit Card Payment,333.45,debit,Credit Card Payment,Checking
2019-05-09,Shell,33.57,debit,Gas & Fuel,Platinum Card
2019-03-01,Starbucks,11.75,debit,Coffee Shops,Platinum Card
2019-08-21,Credit Card Payment,164.87,debit,Credit Card Payment,Checking
2018-06-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-12-12,BP,35.64,debit,Gas & Fuel,Silver Card
2019-09-03,BP,32.8,debit,Restaurants,Platinum Card
2018-10-15,Credit Card Payment,214.04,credit,Credit Card Payment,Platinum Card
2019-02-18,Brunch Restaurant,28.52,debit,Restaurants,Silver Card
2019-05-12,Credit Card Payment,587.54,debit,Credit Card Payment,Checking
2019-04-08,Grocery Store,90.13,debit,Groceries,Platinum Card
2018-08-09,Barbershop,50.0,debit,Haircut,Platinum Card
2018-06-20,BP,36.01,debit,Gas & Fuel,Platinum Card
2018-11-13,Amazon,16.13,debit,Shopping,Platinum Card
2019-08-20,Starbucks,3.8,debit,Coffee Shops,Platinum Card
2019-09-19,Pizza Place,22.17,debit,Restaurants,Platinum Card
2019-01-15,City Water Charges,35.0,debit,Utilities,Checking
2018-10-12,_RARE_,35.64,debit,Gas & Fuel,Platinum Card
2018-08-20,Grocery Store,41.76,debit,Groceries,Silver Card
2018-06-09,Spotify,10.69,debit,Music,Platinum Card
2019-08-25,American Tavern,35.5,debit,Restaurants,Silver Card
2018-11-18,Grocery Store,8.44,debit,Groceries,Silver Card
2019-04-09,Amazon,84.35,debit,Shopping,Platinum Card
2018-12-16,Credit Card Payment,385.07,debit,Credit Card Payment,Checking
2019-04-27,Shell,68.83,debit,Gas & Fuel,Silver Card
2019-02-21,Credit Card Payment,104.08,debit,Credit Card Payment,Checking
2018-04-13,American Tavern,42.6,debit,Restaurants,Silver Card
2019-04-22,Credit Card Payment,682.42,debit,Credit Card Payment,Checking
2019-04-03,Credit Card Payment,404.15,credit,Credit Card Payment,Platinum Card
2019-05-19,Starbucks,2.75,debit,Coffee Shops,Silver Card
2018-04-17,Spotify,2.75,debit,Music,Platinum Card
2018-09-09,Phone Company,39.0,debit,Mobile Phone,Checking
2019-09-09,Credit Card Payment,635.48,debit,Credit Card Payment,Checking
2019-07-23,Grocery Store,9.64,debit,Groceries,Silver Card
2018-05-05,Amazon,14.63,debit,Shopping,Platinum Card
2018-08-26,_RARE_,9.32,debit,_RARE_,Silver Card
2019-04-19,Credit Card Payment,256.84,debit,Credit Card Payment,Checking
2018-12-02,Grocery Store,16.68,debit,Groceries,Platinum Card
2019-07-01,Amazon,13.09,debit,Shopping,Platinum Card
2018-09-04,Hardware Store,26.16,credit,Home Improvement,Platinum Card
2018-07-22,_RARE_,36.95,debit,Restaurants,Silver Card
2018-04-20,_RARE_,44.4,debit,Alcohol & Bars,Silver Card
2018-11-17,Grocery Store,23.67,debit,Groceries,Silver Card
2018-07-09,Spotify,13.5,debit,Music,Platinum Card
2018-08-01,Amazon,13.1,debit,Shopping,Platinum Card
2018-12-18,Credit Card Payment,663.0,debit,Credit Card Payment,Checking
2019-03-04,Netflix,17.64,debit,Television,Platinum Card
